nohup: ignoring input
Namespace(adam_betas='(0.9, 0.997)', adam_eps=1e-09, adaptive_softmax_cutoff=None, amp=True, amp_level='O2', arch='transformer_wmt_en_de_big_t2t', attention_dropout=0.1, beam=4, bpe_codes=None, buffer_size=64, clip_norm=0.0, cpu=False, criterion='label_smoothed_cross_entropy', data='/data/wmt14_en_de_joined_dict', decoder_attention_heads=16, decoder_embed_dim=1024, decoder_embed_path=None, decoder_ffn_embed_dim=4096, decoder_layers=6, decoder_learned_pos=False, decoder_normalize_before=True, device_id=0, distributed_backend='nccl', distributed_init_method=None, distributed_port=-1, distributed_rank=0, distributed_world_size=1, do_sanity_check=False, dropout=0.1, enable_parallel_backward_allred_opt=False, enable_parallel_backward_allred_opt_correctness_check=False, encoder_attention_heads=16, encoder_embed_dim=1024, encoder_embed_path=None, encoder_ffn_embed_dim=4096, encoder_layers=6, encoder_learned_pos=False, encoder_normalize_before=True, fp16=False, fuse_dropout_add=False, fuse_layer_norm=True, fuse_relu_dropout=False, gen_subset='test', keep_interval_updates=-1, label_smoothing=0.1, left_pad_source=True, left_pad_target=False, lenpen=1, local_rank=0, log_interval=10, lr=[0.0006], lr_scheduler='inverse_sqrt', lr_shrink=0.1, max_epoch=1, max_len_a=0, max_len_b=200, max_positions=(1024, 1024), max_sentences=None, max_sentences_valid=None, max_source_positions=1024, max_target_positions=1024, max_tokens=5120, max_update=0, min_len=1, min_loss_scale=0.0001, min_lr=0.0, model_overrides='{}', momentum=0.99, nbest=1, no_beamable_mm=False, no_early_stop=False, no_epoch_checkpoints=True, no_save=False, no_token_positional_embeddings=False, num_shards=1, online_eval=False, optimizer='adam', pad_sequence=1, parallel_backward_allred_opt_threshold=0, path=None, prefix_size=0, print_alignment=False, profile=False, profiler_file=None, profiler_steps=100, quiet=False, raw_text=False, relu_dropout=0.1, remove_bpe=None, replace_unk=None, restore_file='checkpoint_last.pt', sampling=False, sampling_temperature=1, sampling_topk=-1, save_dir='/results', save_interval=1, save_interval_updates=0, save_predictions=False, score_reference=False, seed=1, sentence_avg=False, sentencepiece=False, shard_id=0, share_all_embeddings=True, share_decoder_input_output_embed=False, skip_invalid_size_inputs_valid_test=False, source_lang=None, stat_file='/results/run_log.json', target_bleu=0.0, target_lang=None, test_cased_bleu=False, train_subset='train', unkpen=0, unnormalized=False, update_freq=[1], valid_subset='valid', validate_interval=1, warmup_init_lr=0.0, warmup_updates=4000, weight_decay=0.0)
| [en] dictionary: 33712 types
| [de] dictionary: 33712 types
| /data/wmt14_en_de_joined_dict train 4575637 examples
| /data/wmt14_en_de_joined_dict valid 3000 examples
| /data/wmt14_en_de_joined_dict test 3003 examples
| num. model params: 210808832
Selected optimization level O2:  FP16 training with FP32 batchnorm and FP32 master weights.

Defaults for this optimization level are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
Processing user overrides (additional kwargs that are not None)...
After processing overrides, optimization options are:
enabled                : True
opt_level              : O2
cast_model_type        : torch.float16
patch_torch_functions  : False
keep_batchnorm_fp32    : True
master_weights         : True
loss_scale             : dynamic
| model transformer_wmt_en_de_big_t2t, criterion LabelSmoothedCrossEntropyCriterion
| training on 1 GPUs
| max tokens per GPU = 5120 and max sentences per GPU = None
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
| Sentences are being padded to multiples of: 1
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 8192.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 4096.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 2048.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 1024.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 512.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 256.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 128.0
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 64.0
Transformer | epoch 0 | step 10 |avg loss 16.126 |avg tokens 4746.000 |tokens/s 35038.571 |walltime 12.191 |
Transformer | epoch 0 | step 23220 |avg loss 5.558 |avg tokens 4165.200 |tokens/s 31468.856 |walltime 3190.454 |
Transformer | epoch 0 | step 23230 |avg loss 5.297 |avg tokens 4203.700 |tokens/s 32020.390 |walltime 3191.767 |
Transformer | epoch 0 | step 23240 |avg loss 5.074 |avg tokens 4403.200 |tokens/s 32800.497 |walltime 3193.109 |
Transformer | epoch 0 | step 23250 |avg loss 5.335 |avg tokens 3910.800 |tokens/s 30348.942 |walltime 3194.398 |
Transformer | epoch 0 | step 23260 |avg loss 5.580 |avg tokens 4121.300 |tokens/s 32023.151 |walltime 3195.685 |
Transformer | epoch 0 | step 23270 |avg loss 4.670 |avg tokens 4755.200 |tokens/s 33384.555 |walltime 3197.109 |
Transformer | epoch 0 | step 23280 |avg loss 5.062 |avg tokens 4435.300 |tokens/s 32669.729 |walltime 3198.467 |
Transformer | epoch 0 | step 23290 |avg loss 4.712 |avg tokens 4555.100 |tokens/s 32745.176 |walltime 3199.858 |
Transformer | epoch 0 | step 23300 |avg loss 4.886 |avg tokens 4508.800 |tokens/s 31638.469 |walltime 3201.283 |
Transformer | epoch 0 | step 23310 |avg loss 5.445 |avg tokens 4574.600 |tokens/s 35032.432 |walltime 3202.589 |
Transformer | epoch 0 | step 23320 |avg loss 4.747 |avg tokens 4694.700 |tokens/s 33955.039 |walltime 3203.971 |
Transformer | epoch 0 | step 23330 |avg loss 5.110 |avg tokens 4394.800 |tokens/s 32519.353 |walltime 3205.323 |
Transformer | epoch 0 | step 23340 |avg loss 4.899 |avg tokens 4970.200 |tokens/s 35279.823 |walltime 3206.732 |
Transformer | epoch 0 | step 23350 |avg loss 4.824 |avg tokens 4766.400 |tokens/s 33811.474 |walltime 3208.141 |
Transformer | epoch 0 | step 23360 |avg loss 4.719 |avg tokens 4831.200 |tokens/s 34287.947 |walltime 3209.550 |
Transformer | epoch 0 | step 23370 |avg loss 5.345 |avg tokens 4948.300 |tokens/s 35825.244 |walltime 3210.931 |
Transformer | epoch 0 | step 23380 |avg loss 5.429 |avg tokens 4474.600 |tokens/s 32540.142 |walltime 3212.307 |
Transformer | epoch 0 | step 23390 |avg loss 5.591 |avg tokens 4126.800 |tokens/s 31755.944 |walltime 3213.606 |
Transformer | epoch 0 | step 23400 |avg loss 4.813 |avg tokens 4533.400 |tokens/s 32637.590 |walltime 3214.995 |
Transformer | epoch 0 | step 23410 |avg loss 4.946 |avg tokens 4467.900 |tokens/s 31350.234 |walltime 3216.420 |
Transformer | epoch 0 | step 23420 |avg loss 4.605 |avg tokens 4707.000 |tokens/s 32326.029 |walltime 3217.876 |
Transformer | epoch 0 | step 23430 |avg loss 5.103 |avg tokens 4928.900 |tokens/s 35244.576 |walltime 3219.275 |
Transformer | epoch 0 | step 23440 |avg loss 5.549 |avg tokens 3999.500 |tokens/s 31660.606 |walltime 3220.538 |
Transformer | epoch 0 | step 23450 |avg loss 4.991 |avg tokens 4054.900 |tokens/s 29802.267 |walltime 3221.899 |
Transformer | epoch 0 | step 23460 |avg loss 4.890 |avg tokens 4422.000 |tokens/s 32830.457 |walltime 3223.246 |
Transformer | epoch 0 | step 23470 |avg loss 4.928 |avg tokens 4404.800 |tokens/s 32332.610 |walltime 3224.608 |
Transformer | epoch 0 | step 23480 |avg loss 5.026 |avg tokens 4660.400 |tokens/s 32033.145 |walltime 3226.063 |
Transformer | epoch 0 | step 23490 |avg loss 4.938 |avg tokens 4931.600 |tokens/s 34726.380 |walltime 3227.483 |
Transformer | epoch 0 | step 23500 |avg loss 4.985 |avg tokens 4398.900 |tokens/s 31599.941 |walltime 3228.875 |
Transformer | epoch 0 | step 23510 |avg loss 4.632 |avg tokens 4567.900 |tokens/s 32551.261 |walltime 3230.278 |
Transformer | epoch 0 | step 23520 |avg loss 5.382 |avg tokens 4264.100 |tokens/s 32533.490 |walltime 3231.589 |
Transformer | epoch 0 | step 23530 |avg loss 5.283 |avg tokens 4446.000 |tokens/s 32098.260 |walltime 3232.974 |
Transformer | epoch 0 | step 23540 |avg loss 5.500 |avg tokens 4702.000 |tokens/s 33793.919 |walltime 3234.366 |
Transformer | epoch 0 | step 23550 |avg loss 4.809 |avg tokens 4753.900 |tokens/s 34638.083 |walltime 3235.738 |
Transformer | epoch 0 | step 23560 |avg loss 5.116 |avg tokens 4466.600 |tokens/s 31754.478 |walltime 3237.145 |
Transformer | epoch 0 | step 23570 |avg loss 5.378 |avg tokens 4142.600 |tokens/s 30359.827 |walltime 3238.509 |
Transformer | epoch 0 | step 23580 |avg loss 5.411 |avg tokens 4578.800 |tokens/s 33196.322 |walltime 3239.888 |
Transformer | epoch 0 | step 23590 |avg loss 5.093 |avg tokens 4593.700 |tokens/s 33139.020 |walltime 3241.275 |
Transformer | epoch 0 | step 23600 |avg loss 4.881 |avg tokens 4675.700 |tokens/s 32854.064 |walltime 3242.698 |
Transformer | epoch 0 | step 23610 |avg loss 5.168 |avg tokens 4590.000 |tokens/s 32495.764 |walltime 3244.110 |
Transformer | epoch 0 | step 23620 |avg loss 5.079 |avg tokens 4106.900 |tokens/s 29652.917 |walltime 3245.495 |
Transformer | epoch 0 | step 23630 |avg loss 4.639 |avg tokens 4730.800 |tokens/s 32475.356 |walltime 3246.952 |
Transformer | epoch 0 | step 23640 |avg loss 5.294 |avg tokens 4034.800 |tokens/s 29123.993 |walltime 3248.337 |
Transformer | epoch 0 | step 23650 |avg loss 4.821 |avg tokens 4812.900 |tokens/s 34422.642 |walltime 3249.736 |
Transformer | epoch 0 | step 23660 |avg loss 4.864 |avg tokens 4796.000 |tokens/s 34415.768 |walltime 3251.129 |
Transformer | epoch 0 | step 23670 |avg loss 4.863 |avg tokens 4988.000 |tokens/s 34753.365 |walltime 3252.564 |
Transformer | epoch 0 | step 23680 |avg loss 5.264 |avg tokens 4420.100 |tokens/s 32878.734 |walltime 3253.909 |
Transformer | epoch 0 | step 23690 |avg loss 4.904 |avg tokens 4718.100 |tokens/s 33410.753 |walltime 3255.321 |
Transformer | epoch 0 | step 23700 |avg loss 5.358 |avg tokens 4220.200 |tokens/s 31589.508 |walltime 3256.657 |
Transformer | epoch 0 | step 23710 |avg loss 4.843 |avg tokens 4405.500 |tokens/s 31427.142 |walltime 3258.059 |
Transformer | epoch 0 | step 23720 |avg loss 4.884 |avg tokens 4832.600 |tokens/s 34757.723 |walltime 3259.449 |
Transformer | epoch 0 | step 23730 |avg loss 4.761 |avg tokens 4923.900 |tokens/s 34950.185 |walltime 3260.858 |
Transformer | epoch 0 | step 23740 |avg loss 4.872 |avg tokens 4630.800 |tokens/s 34037.227 |walltime 3262.218 |
Transformer | epoch 0 | step 23750 |avg loss 5.088 |avg tokens 4435.700 |tokens/s 32333.333 |walltime 3263.590 |
Transformer | epoch 0 | step 23760 |avg loss 5.503 |avg tokens 4303.400 |tokens/s 33373.001 |walltime 3264.880 |
Transformer | epoch 0 | step 23770 |avg loss 5.005 |avg tokens 4915.600 |tokens/s 35116.252 |walltime 3266.280 |
Transformer | epoch 0 | step 23780 |avg loss 4.712 |avg tokens 4739.300 |tokens/s 33690.967 |walltime 3267.686 |
Transformer | epoch 0 | step 23790 |avg loss 5.168 |avg tokens 4237.200 |tokens/s 31433.233 |walltime 3269.034 |
Transformer | epoch 0 | step 23800 |avg loss 4.963 |avg tokens 4592.500 |tokens/s 34714.840 |walltime 3270.357 |
Transformer | epoch 0 | step 23810 |avg loss 5.127 |avg tokens 4113.400 |tokens/s 30286.192 |walltime 3271.715 |
Transformer | epoch 0 | step 23820 |avg loss 5.348 |avg tokens 4189.700 |tokens/s 30951.692 |walltime 3273.069 |
Transformer | epoch 0 | step 23830 |avg loss 6.134 |avg tokens 3828.200 |tokens/s 30878.999 |walltime 3274.309 |
Transformer | epoch 0 | step 23840 |avg loss 5.467 |avg tokens 4560.800 |tokens/s 34082.523 |walltime 3275.647 |
Transformer | epoch 0 | step 23850 |avg loss 5.205 |avg tokens 4630.500 |tokens/s 33814.544 |walltime 3277.016 |
Transformer | epoch 0 | step 23860 |avg loss 4.622 |avg tokens 4922.600 |tokens/s 34616.275 |walltime 3278.438 |
Transformer | epoch 0 | step 23870 |avg loss 4.867 |avg tokens 4789.600 |tokens/s 33550.801 |walltime 3279.866 |
Transformer | epoch 0 | step 23880 |avg loss 4.913 |avg tokens 4608.400 |tokens/s 34908.453 |walltime 3281.186 |
Transformer | epoch 0 | step 23890 |avg loss 4.888 |avg tokens 4340.500 |tokens/s 32510.896 |walltime 3282.521 |
Transformer | epoch 0 | step 23900 |avg loss 5.401 |avg tokens 4097.100 |tokens/s 31044.627 |walltime 3283.841 |
Transformer | epoch 0 | step 23910 |avg loss 5.253 |avg tokens 4427.100 |tokens/s 32874.664 |walltime 3285.188 |
Transformer | epoch 0 | step 23920 |avg loss 5.595 |avg tokens 4467.100 |tokens/s 33800.886 |walltime 3286.509 |
Transformer | epoch 0 | step 23930 |avg loss 4.541 |avg tokens 4654.100 |tokens/s 32892.503 |walltime 3287.924 |
Transformer | epoch 0 | step 23940 |avg loss 6.391 |avg tokens 3670.900 |tokens/s 30155.110 |walltime 3289.142 |
Transformer | epoch 0 | step 23950 |avg loss 4.794 |avg tokens 4466.500 |tokens/s 31661.296 |walltime 3290.552 |
Transformer | epoch 0 | step 23960 |avg loss 5.150 |avg tokens 4608.400 |tokens/s 33996.693 |walltime 3291.908 |
Transformer | epoch 0 | step 23970 |avg loss 5.217 |avg tokens 3823.500 |tokens/s 29130.873 |walltime 3293.220 |
Transformer | epoch 0 | step 23980 |avg loss 5.467 |avg tokens 4299.400 |tokens/s 30683.839 |walltime 3294.622 |
Transformer | epoch 0 | step 23990 |avg loss 5.398 |avg tokens 4550.800 |tokens/s 34461.568 |walltime 3295.942 |
Transformer | epoch 0 | step 24000 |avg loss 5.464 |avg tokens 4470.700 |tokens/s 33344.610 |walltime 3297.283 |
Transformer | epoch 0 | step 24010 |avg loss 4.882 |avg tokens 4544.400 |tokens/s 33744.519 |walltime 3298.630 |
Transformer | epoch 0 | step 24020 |avg loss 4.802 |avg tokens 4230.400 |tokens/s 32170.084 |walltime 3299.945 |
Transformer | epoch 0 | step 24030 |avg loss 4.481 |avg tokens 4884.800 |tokens/s 34222.808 |walltime 3301.372 |
Transformer | epoch 0 | step 24040 |avg loss 5.429 |avg tokens 4625.700 |tokens/s 35035.141 |walltime 3302.692 |
Transformer | epoch 0 | step 24050 |avg loss 5.131 |avg tokens 4369.500 |tokens/s 32302.233 |walltime 3304.045 |
Transformer | epoch 0 | step 24060 |avg loss 4.845 |avg tokens 4814.100 |tokens/s 33334.162 |walltime 3305.489 |
Transformer | epoch 0 | step 24070 |avg loss 4.998 |avg tokens 4556.900 |tokens/s 33416.025 |walltime 3306.853 |
Transformer | epoch 0 | step 24080 |avg loss 5.251 |avg tokens 4312.400 |tokens/s 31292.989 |walltime 3308.231 |
Transformer | epoch 0 | step 24090 |avg loss 4.848 |avg tokens 4645.300 |tokens/s 33468.809 |walltime 3309.619 |
Transformer | epoch 0 | step 24100 |avg loss 5.389 |avg tokens 4602.600 |tokens/s 33408.054 |walltime 3310.997 |
Gradient overflow.  Skipping step, loss scaler 0 reducing loss scale to 64.0
Transformer | epoch 0 | step 24110 |avg loss 4.890 |avg tokens 4426.700 |tokens/s 30106.632 |walltime 3312.467 |
Transformer | epoch 0 | step 24120 |avg loss 4.683 |avg tokens 4714.900 |tokens/s 34332.675 |walltime 3313.840 |
Transformer | epoch 0 | step 24130 |avg loss 5.541 |avg tokens 4632.400 |tokens/s 34847.137 |walltime 3315.170 |
Transformer | epoch 0 | step 24140 |avg loss 5.297 |avg tokens 4149.700 |tokens/s 31066.417 |walltime 3316.505 |
Transformer | epoch 0 | step 24150 |avg loss 4.652 |avg tokens 4505.500 |tokens/s 33142.443 |walltime 3317.865 |
Transformer | epoch 0 | step 24160 |avg loss 5.002 |avg tokens 4662.400 |tokens/s 34113.476 |walltime 3319.231 |
Transformer | epoch 0 | step 24170 |avg loss 5.375 |avg tokens 4424.100 |tokens/s 33386.465 |walltime 3320.557 |
Transformer | epoch 0 | step 24180 |avg loss 5.571 |avg tokens 4028.900 |tokens/s 30002.506 |walltime 3321.899 |
Transformer | epoch 0 | step 24190 |avg loss 5.537 |avg tokens 4380.600 |tokens/s 33359.214 |walltime 3323.213 |
Transformer | epoch 0 | step 24200 |avg loss 4.797 |avg tokens 4539.200 |tokens/s 32926.490 |walltime 3324.591 |
Transformer | epoch 0 | step 24210 |avg loss 4.599 |avg tokens 4745.400 |tokens/s 33425.323 |walltime 3326.011 |
Transformer | epoch 0 | step 24220 |avg loss 5.304 |avg tokens 4635.500 |tokens/s 34366.233 |walltime 3327.360 |
Transformer | epoch 0 | step 24230 |avg loss 4.515 |avg tokens 4801.000 |tokens/s 34096.193 |walltime 3328.768 |
Transformer | epoch 0 | step 24240 |avg loss 4.668 |avg tokens 4771.800 |tokens/s 33876.864 |walltime 3330.176 |
Transformer | epoch 0 | step 24250 |avg loss 5.318 |avg tokens 4426.400 |tokens/s 32191.263 |walltime 3331.551 |
Transformer | epoch 0 | step 24260 |avg loss 5.156 |avg tokens 4613.500 |tokens/s 34186.852 |walltime 3332.901 |
Transformer | epoch 0 | step 24270 |avg loss 5.085 |avg tokens 4594.000 |tokens/s 33485.973 |walltime 3334.273 |
Transformer | epoch 0 | step 24280 |avg loss 5.698 |avg tokens 4240.500 |tokens/s 32006.842 |walltime 3335.598 |
Transformer | epoch 0 | step 24290 |avg loss 4.759 |avg tokens 4393.600 |tokens/s 32406.566 |walltime 3336.954 |
Transformer | epoch 0 | step 24300 |avg loss 5.210 |avg tokens 4059.700 |tokens/s 30184.429 |walltime 3338.299 |
Transformer | epoch 0 | step 24310 |avg loss 5.615 |avg tokens 4268.100 |tokens/s 32515.786 |walltime 3339.611 |
Transformer | epoch 0 | step 24320 |avg loss 4.948 |avg tokens 4854.400 |tokens/s 34614.063 |walltime 3341.014 |
Transformer | epoch 0 | step 24330 |avg loss 4.841 |avg tokens 4623.000 |tokens/s 34419.501 |walltime 3342.357 |
Transformer | epoch 0 | step 24340 |avg loss 5.121 |avg tokens 4057.600 |tokens/s 29874.219 |walltime 3343.715 |
Transformer | epoch 0 | step 24350 |avg loss 5.555 |avg tokens 4735.500 |tokens/s 35917.066 |walltime 3345.033 |
Transformer | epoch 0 | step 24360 |avg loss 4.542 |avg tokens 4776.900 |tokens/s 32544.008 |walltime 3346.501 |
Transformer | epoch 0 | step 24370 |avg loss 5.518 |avg tokens 4128.000 |tokens/s 31700.917 |walltime 3347.803 |
Transformer | epoch 0 | step 24380 |avg loss 4.921 |avg tokens 4683.100 |tokens/s 33080.468 |walltime 3349.219 |
Transformer | epoch 0 | step 24390 |avg loss 4.752 |avg tokens 4669.900 |tokens/s 33858.390 |walltime 3350.598 |
Transformer | epoch 0 | step 24400 |avg loss 4.985 |avg tokens 4408.900 |tokens/s 31910.976 |walltime 3351.980 |
Transformer | epoch 0 | step 24410 |avg loss 4.714 |avg tokens 4542.000 |tokens/s 32278.856 |walltime 3353.387 |
Transformer | epoch 0 | step 24420 |avg loss 4.726 |avg tokens 4522.400 |tokens/s 32524.995 |walltime 3354.778 |
Transformer | epoch 0 | step 24430 |avg loss 5.380 |avg tokens 4861.500 |tokens/s 36135.091 |walltime 3356.123 |
Transformer | epoch 0 | step 24440 |avg loss 5.694 |avg tokens 4205.400 |tokens/s 33060.612 |walltime 3357.395 |
Transformer | epoch 0 | step 24450 |avg loss 5.794 |avg tokens 3792.000 |tokens/s 29126.802 |walltime 3358.697 |
Transformer | epoch 0 | step 24460 |avg loss 4.774 |avg tokens 4863.400 |tokens/s 34986.596 |walltime 3360.087 |
Transformer | epoch 0 | step 24470 |avg loss 4.904 |avg tokens 4356.000 |tokens/s 30971.752 |walltime 3361.493 |
Transformer | epoch 0 | step 24480 |avg loss 4.702 |avg tokens 4812.800 |tokens/s 34811.320 |walltime 3362.876 |
Transformer | epoch 0 | step 24490 |avg loss 5.432 |avg tokens 4370.800 |tokens/s 32860.044 |walltime 3364.206 |
Transformer | epoch 0 | step 24500 |avg loss 5.074 |avg tokens 4727.900 |tokens/s 33477.037 |walltime 3365.618 |
Transformer | epoch 0 | step 24510 |avg loss 4.959 |avg tokens 4805.300 |tokens/s 35048.086 |walltime 3366.989 |
Transformer | epoch 0 | step 24520 |avg loss 5.213 |avg tokens 4404.000 |tokens/s 31976.617 |walltime 3368.367 |
Transformer | epoch 0 | step 24530 |avg loss 5.479 |avg tokens 4546.100 |tokens/s 34302.848 |walltime 3369.692 |
Transformer | epoch 0 | step 24540 |avg loss 5.173 |avg tokens 4323.300 |tokens/s 31667.947 |walltime 3371.057 |
Transformer | epoch 0 | step 24550 |avg loss 4.618 |avg tokens 4640.800 |tokens/s 32591.491 |walltime 3372.481 |
Transformer | epoch 0 | step 24560 |avg loss 5.232 |avg tokens 4436.300 |tokens/s 33072.413 |walltime 3373.822 |
Transformer | epoch 0 | step 24570 |avg loss 4.735 |avg tokens 4861.500 |tokens/s 34724.294 |walltime 3375.222 |
Transformer | epoch 0 | step 24580 |avg loss 5.108 |avg tokens 4500.300 |tokens/s 32953.672 |walltime 3376.588 |
Transformer | epoch 0 | step 24590 |avg loss 5.237 |avg tokens 4549.400 |tokens/s 33815.765 |walltime 3377.933 |
Transformer | epoch 0 | step 24600 |avg loss 5.633 |avg tokens 4211.700 |tokens/s 32127.673 |walltime 3379.244 |
Transformer | epoch 0 | step 24610 |avg loss 5.208 |avg tokens 4508.100 |tokens/s 34338.284 |walltime 3380.557 |
Transformer | epoch 0 | step 24620 |avg loss 4.645 |avg tokens 4876.700 |tokens/s 34209.562 |walltime 3381.983 |
Transformer | epoch 0 | step 24630 |avg loss 4.967 |avg tokens 4522.600 |tokens/s 33689.614 |walltime 3383.325 |
Transformer | epoch 0 | step 24640 |avg loss 4.786 |avg tokens 4410.200 |tokens/s 32261.384 |walltime 3384.692 |
Transformer | epoch 0 | step 24650 |avg loss 5.399 |avg tokens 3819.700 |tokens/s 29757.092 |walltime 3385.976 |
Transformer | epoch 0 | step 24660 |avg loss 4.738 |avg tokens 4449.000 |tokens/s 32781.764 |walltime 3387.333 |
Transformer | epoch 0 | step 24670 |avg loss 5.126 |avg tokens 4304.300 |tokens/s 30106.007 |walltime 3388.763 |
Transformer | epoch 0 | step 24680 |avg loss 5.163 |avg tokens 4591.400 |tokens/s 34003.095 |walltime 3390.113 |
Transformer | epoch 0 | step 24690 |avg loss 5.068 |avg tokens 4438.100 |tokens/s 32126.185 |walltime 3391.495 |
Transformer | epoch 0 | step 24700 |avg loss 5.249 |avg tokens 4458.900 |tokens/s 34012.930 |walltime 3392.805 |
Transformer | epoch 0 | step 24710 |avg loss 4.923 |avg tokens 4735.700 |tokens/s 33347.876 |walltime 3394.226 |
Transformer | epoch 0 | step 24720 |avg loss 5.182 |avg tokens 4403.300 |tokens/s 32503.576 |walltime 3395.580 |
Transformer | epoch 0 | step 24730 |avg loss 5.005 |avg tokens 4461.600 |tokens/s 32331.371 |walltime 3396.960 |
Transformer | epoch 0 | step 24740 |avg loss 4.940 |avg tokens 4570.600 |tokens/s 32568.100 |walltime 3398.364 |
Transformer | epoch 0 | step 24750 |avg loss 4.862 |avg tokens 4620.600 |tokens/s 34001.224 |walltime 3399.723 |
Transformer | epoch 0 | step 24760 |avg loss 4.881 |avg tokens 4796.700 |tokens/s 34571.677 |walltime 3401.110 |
Transformer | epoch 0 | step 24770 |avg loss 4.552 |avg tokens 4979.600 |tokens/s 34779.825 |walltime 3402.542 |
Transformer | epoch 0 | step 24780 |avg loss 4.536 |avg tokens 4803.700 |tokens/s 34005.404 |walltime 3403.954 |
Transformer | epoch 0 | step 24790 |avg loss 5.548 |avg tokens 4295.700 |tokens/s 31662.359 |walltime 3405.311 |
Transformer | epoch 0 | step 24800 |avg loss 5.132 |avg tokens 4229.000 |tokens/s 31939.152 |walltime 3406.635 |
Transformer | epoch 0 | step 24810 |avg loss 5.002 |avg tokens 4481.600 |tokens/s 32282.423 |walltime 3408.024 |
Transformer | epoch 0 | step 24820 |avg loss 4.988 |avg tokens 4530.400 |tokens/s 33638.507 |walltime 3409.370 |
Transformer | epoch 0 | step 24830 |avg loss 5.107 |avg tokens 4421.900 |tokens/s 33909.993 |walltime 3410.674 |
Transformer | epoch 0 | step 24840 |avg loss 5.202 |avg tokens 4439.200 |tokens/s 32674.322 |walltime 3412.033 |
Transformer | epoch 0 | step 24850 |avg loss 5.377 |avg tokens 4680.900 |tokens/s 34538.775 |walltime 3413.388 |
Transformer | epoch 0 | step 24860 |avg loss 4.817 |avg tokens 4464.500 |tokens/s 32221.517 |walltime 3414.774 |
Transformer | epoch 0 | step 24870 |avg loss 5.216 |avg tokens 4709.700 |tokens/s 34121.355 |walltime 3416.154 |
Transformer | epoch 0 | step 24880 |avg loss 4.815 |avg tokens 4634.200 |tokens/s 34460.308 |walltime 3417.499 |
Transformer | epoch 0 | step 24890 |avg loss 4.414 |avg tokens 4775.900 |tokens/s 33528.597 |walltime 3418.923 |
Transformer | epoch 0 | step 24900 |avg loss 4.645 |avg tokens 4684.500 |tokens/s 33395.236 |walltime 3420.326 |
Transformer | epoch 0 | step 24910 |avg loss 4.546 |avg tokens 4804.900 |tokens/s 34451.589 |walltime 3421.721 |
Transformer | epoch 0 | step 24920 |avg loss 4.801 |avg tokens 4672.200 |tokens/s 33697.647 |walltime 3423.107 |
Transformer | epoch 0 | step 24930 |avg loss 4.973 |avg tokens 4401.100 |tokens/s 30534.412 |walltime 3424.549 |
Transformer | epoch 0 | step 24940 |avg loss 5.157 |avg tokens 4753.800 |tokens/s 34729.704 |walltime 3425.917 |
Transformer | epoch 0 | step 24950 |avg loss 5.164 |avg tokens 4439.200 |tokens/s 31121.831 |walltime 3427.344 |
Transformer | epoch 0 | step 24960 |avg loss 4.931 |avg tokens 4265.200 |tokens/s 31373.334 |walltime 3428.703 |
Transformer | epoch 0 | step 24970 |avg loss 4.922 |avg tokens 4837.100 |tokens/s 35113.804 |walltime 3430.081 |
Transformer | epoch 0 | step 24980 |avg loss 5.667 |avg tokens 4843.100 |tokens/s 36658.285 |walltime 3431.402 |
Transformer | epoch 0 | step 24990 |avg loss 4.849 |avg tokens 4830.900 |tokens/s 33006.336 |walltime 3432.866 |
Transformer | epoch 0 | step 25000 |avg loss 5.004 |avg tokens 4557.700 |tokens/s 34067.363 |walltime 3434.204 |
Transformer | epoch 0 | step 25010 |avg loss 4.982 |avg tokens 4517.600 |tokens/s 32308.162 |walltime 3435.602 |
Transformer | epoch 0 | step 25020 |avg loss 4.549 |avg tokens 4844.400 |tokens/s 34817.677 |walltime 3436.993 |
Transformer | epoch 0 | step 25030 |avg loss 5.014 |avg tokens 4524.400 |tokens/s 33133.646 |walltime 3438.359 |
Transformer | epoch 0 | step 25040 |avg loss 5.422 |avg tokens 4007.300 |tokens/s 30173.484 |walltime 3439.687 |
Transformer | epoch 0 | step 25050 |avg loss 5.040 |avg tokens 4662.400 |tokens/s 34247.491 |walltime 3441.048 |
Transformer | epoch 0 | step 25060 |avg loss 5.445 |avg tokens 4164.000 |tokens/s 31892.027 |walltime 3442.354 |
Transformer | epoch 0 | step 25070 |avg loss 4.935 |avg tokens 4739.300 |tokens/s 33042.496 |walltime 3443.788 |
Transformer | epoch 0 | step 25080 |avg loss 5.837 |avg tokens 4430.200 |tokens/s 34892.308 |walltime 3445.058 |
Transformer | epoch 0 | step 25090 |avg loss 5.805 |avg tokens 3667.600 |tokens/s 28853.537 |walltime 3446.329 |
